R,,,,,,
499.655,0.9325516,0.8138626,0.6809168,0.7313421,0.0299532,0.2661724
500.893,0.932014,0.8143087,0.6749741,0.7283496,0.0312578,0.2856116
502.132,0.9321727,0.8176197,0.6702132,0.7268812,0.0367473,0.3082675
503.37,0.9313895,0.817356,0.6639025,0.7239676,0.0473523,0.3300115
504.609,0.927831,0.8155964,0.6559311,0.7205624,0.0625632,0.3526633
505.847,0.9277234,0.8160386,0.6489073,0.7186715,0.0806746,0.3748409
507.086,0.9258695,0.817075,0.6413962,0.7158038,0.1021644,0.3976306
508.324,0.923137,0.8140751,0.6328535,0.7112492,0.1245149,0.4180191
509.563,0.9188225,0.811517,0.6220041,0.706391,0.1496011,0.437974
510.801,0.9139121,0.807644,0.6112276,0.7015114,0.1738963,0.4561263
512.04,0.9128717,0.8080443,0.6017078,0.6989507,0.1986506,0.4752784
513.278,0.9079693,0.8034718,0.5907712,0.6929443,0.2239521,0.4910236
514.517,0.9032645,0.7993866,0.5782639,0.6873475,0.2471509,0.5060565
515.755,0.8963331,0.793173,0.565047,0.6802769,0.2699035,0.5180347
516.994,0.8942085,0.7917843,0.5541188,0.6768409,0.2918822,0.5329529
518.232,0.886327,0.7846865,0.5392625,0.6683125,0.3116579,0.5430454
519.471,0.879556,0.7784758,0.5250809,0.6612215,0.3304619,0.5535924
520.709,0.8726931,0.7710371,0.5110151,0.6531358,0.3477723,0.561563
521.948,0.8646648,0.7651095,0.4964286,0.6458273,0.3632388,0.5697141
523.186,0.8577264,0.7576386,0.4817484,0.6370537,0.3779488,0.5774017
524.425,0.8479272,0.7486231,0.4655229,0.6277055,0.3909058,0.5833996
525.663,0.8384104,0.7385864,0.4498437,0.617141,0.4022309,0.5877906
526.902,0.8259327,0.7288576,0.4338052,0.6068083,0.4118149,0.5919535
528.14,0.8158649,0.717754,0.4185657,0.5957546,0.4209287,0.5956898
529.379,0.8031022,0.7068228,0.4015995,0.5838691,0.4284674,0.5985126
530.617,0.7902469,0.6944749,0.3856233,0.5718393,0.4345684,0.5999868
531.856,0.7752982,0.6819079,0.3704691,0.5585882,0.4393484,0.6014585
533.094,0.7579025,0.6658998,0.3540746,0.5426516,0.4422622,0.6000665
534.333,0.7434848,0.6536178,0.3386277,0.5296775,0.4449656,0.6013133
535.571,0.7250335,0.6374157,0.3227075,0.5134435,0.4464618,0.5984779
536.81,0.706991,0.6232521,0.3089996,0.4980455,0.447246,0.5979142
538.048,0.6876354,0.6068072,0.2952902,0.4804158,0.4465566,0.5952254
539.287,0.6660461,0.5898125,0.2809755,0.463664,0.4442728,0.5924746
540.525,0.64397,0.5729127,0.2675187,0.4448481,0.4414402,0.5883079
541.764,0.6207877,0.5574414,0.2560147,0.4267011,0.4385785,0.5845054
543.002,0.5966508,0.5387561,0.2446744,0.4067212,0.4337873,0.5793553
544.241,0.5703114,0.5197717,0.2330923,0.3864652,0.4276904,0.5733587
545.479,0.5436346,0.5022705,0.2224243,0.3662342,0.4213296,0.5667849
546.724,0.5160135,0.4864878,0.2128367,0.3457442,0.4148706,0.5607078
547.975,0.4871041,0.4679992,0.2035367,0.3238998,0.4064117,0.5523306
549.225,0.4570923,0.4495184,0.1952374,0.3021402,0.3972072,0.5434452
550.475,0.4265414,0.4318014,0.1876515,0.280436,0.3863304,0.5331568
551.725,0.3971265,0.4170859,0.1811153,0.2601335,0.3766648,0.5257921
552.976,0.3660864,0.4000894,0.1753827,0.2384903,0.3654871,0.5147097
554.226,0.3354746,0.3837384,0.1699545,0.2179605,0.3535219,0.5044236
555.476,0.3048575,0.3676201,0.1656962,0.198235,0.3408818,0.4915933
556.727,0.275055,0.3537397,0.1618179,0.1802948,0.3279327,0.4803985
557.977,0.2463312,0.3391392,0.1584528,0.1620997,0.3142898,0.4674608
559.227,0.2187713,0.325185,0.156147,0.1457138,0.3006068,0.455249
560.478,0.1924571,0.3106983,0.153751,0.1306521,0.2859014,0.4401767
561.728,0.1680457,0.2988062,0.1525372,0.1183987,0.2714603,0.4268196
562.978,0.1456839,0.285728,0.1510731,0.1067062,0.2563004,0.4117601
564.229,0.1251438,0.2745139,0.1504048,0.0977379,0.2417832,0.3971342
565.479,0.1074242,0.2622936,0.1496682,0.0908564,0.2267985,0.3810337
566.729,0.0919539,0.2525084,0.1498765,0.0870118,0.2123826,0.3656904
567.98,0.079484,0.2423035,0.1508258,0.085119,0.1979217,0.3495229
569.23,0.0685248,0.2322769,0.150283,0.0849289,0.1833531,0.3332168
570.48,0.0610432,0.2236569,0.151334,0.0879287,0.1697532,0.3162303
571.731,0.055766,0.2162758,0.1524505,0.0928983,0.1566154,0.3003576
572.981,0.0530181,0.2091253,0.1533255,0.1001697,0.144099,0.2833781
574.231,0.0525453,0.2027994,0.1543676,0.1094576,0.1323916,0.267347
575.481,0.0539163,0.1975874,0.1549156,0.1201728,0.1217297,0.2506964
576.732,0.0570804,0.1940852,0.1562684,0.1329805,0.1120007,0.2350091
577.982,0.0624575,0.1903785,0.15792,0.1469285,0.1039946,0.2195881
579.232,0.0692774,0.1881543,0.1586686,0.1630588,0.09621,0.2043761
580.483,0.0768256,0.1864434,0.1590149,0.1782213,0.0890946,0.1891092
581.733,0.0857753,0.1877327,0.1601668,0.1962374,0.084948,0.1759849
582.983,0.0949991,0.1878757,0.1608652,0.2130376,0.0805182,0.1620291
584.234,0.1054102,0.1896539,0.1615492,0.231177,0.0782917,0.1496452
585.484,0.1158796,0.1924319,0.1614412,0.2494111,0.0765885,0.1375186
586.734,0.1265188,0.1973768,0.1614051,0.268684,0.0764353,0.1275295
587.985,0.1376078,0.2018402,0.1620407,0.2857034,0.0779855,0.1179002
589.235,0.1483195,0.2067866,0.160913,0.3033897,0.0793511,0.1093545
590.485,0.160093,0.2130691,0.1606151,0.3212303,0.0828178,0.1016145
591.736,0.170842,0.2213255,0.1602462,0.3392294,0.0870574,0.0965077
592.986,0.1806167,0.2275032,0.1581278,0.3553415,0.0917398,0.0905781
594.236,0.190834,0.235746,0.1575705,0.3724165,0.0970991,0.0870486
595.487,0.2004011,0.2429694,0.1554632,0.3871346,0.104432,0.0847981
596.737,0.2095228,0.2527638,0.153982,0.4027026,0.1111241,0.0843113
597.987,0.2186192,0.2608911,0.1513881,0.4171336,0.1179659,0.0836845
599.237,0.2265198,0.2702372,0.1488288,0.4310516,0.1266683,0.0853653
600.488,0.2343766,0.2781004,0.14602,0.4431683,0.1349808,0.0871445
601.738,0.2421331,0.2887623,0.1441424,0.45661,0.1443595,0.0924335
602.988,0.2484853,0.2970213,0.1413743,0.4675958,0.1521989,0.0964174
604.239,0.254825,0.3063721,0.1371355,0.4804592,0.1612554,0.1019917
605.489,0.2605249,0.3139206,0.133887,0.488871,0.1698672,0.1087362
606.739,0.266409,0.3244232,0.1302971,0.5001655,0.1787839,0.1160284
607.99,0.2703799,0.3318238,0.1273246,0.5089847,0.1876929,0.1246356
609.24,0.2744248,0.3397749,0.1225143,0.5173731,0.1954169,0.1333231
610.49,0.2783489,0.3472534,0.1185122,0.5248396,0.2043925,0.1419051
611.741,0.2814998,0.3564898,0.1147582,0.5331964,0.212204,0.1518629
612.991,0.2840868,0.36273,0.1113494,0.5394457,0.2205246,0.1620049
614.241,0.2852301,0.36782,0.1056425,0.5440148,0.2272732,0.17164
615.492,0.2876842,0.3748855,0.1001235,0.5515991,0.2347692,0.180628
616.742,0.2889646,0.3827485,0.096496,0.5560892,0.2421917,0.190946
617.992,0.2904544,0.3878831,0.0923187,0.5610469,0.2479829,0.2004497
619.242,0.2902287,0.3926509,0.0875686,0.5640504,0.2536771,0.2102326
620.493,0.2904823,0.3958851,0.0825189,0.5668031,0.2584352,0.2187928
621.743,0.2902131,0.4041828,0.0780655,0.5721826,0.2647872,0.2289326
622.993,0.2904149,0.4078166,0.075103,0.5747511,0.2691147,0.2370139
624.244,0.2895885,0.4114642,0.0705382,0.5764777,0.2735455,0.2465016
625.494,0.2871761,0.4133208,0.0672158,0.5755799,0.2762804,0.2524428
626.744,0.2868767,0.4200695,0.0630418,0.581124,0.2805516,0.2616809
627.995,0.2844558,0.4214043,0.0602911,0.5787314,0.2829776,0.2673504
629.245,0.2835354,0.424551,0.0572658,0.581038,0.2863826,0.2752087
630.495,0.2808791,0.4254148,0.0545807,0.579174,0.2873897,0.2801737
631.746,0.2783689,0.428699,0.052654,0.5783704,0.2886361,0.2866046
632.996,0.2763326,0.4311214,0.0489426,0.5796312,0.2904603,0.291974
634.246,0.2733957,0.4311021,0.0474535,0.5765772,0.2904404,0.2957067
635.497,0.2701919,0.4307365,0.0458535,0.5742007,0.2908833,0.2994235
636.747,0.2670221,0.4322196,0.0448699,0.5723224,0.2906135,0.3033343
637.997,0.2651511,0.4328064,0.0443483,0.5707789,0.2900237,0.3065663
639.247,0.2609676,0.4330648,0.0430095,0.5669644,0.2883534,0.3095017
640.498,0.2582847,0.4307346,0.0432175,0.562488,0.2872764,0.3104458
641.748,0.254635,0.4325456,0.0444928,0.5597113,0.2860167,0.3135136
642.998,0.2513552,0.4303182,0.0457343,0.5549258,0.2839439,0.3139647
644.249,0.2475727,0.428565,0.0444282,0.5510828,0.280801,0.3144625
645.499,0.244514,0.4254866,0.0464032,0.543227,0.2776769,0.3133145
646.749,0.2415681,0.4262344,0.0481765,0.5408483,0.2749115,0.3146743
648,0.2383303,0.4226357,0.0517272,0.5332314,0.2710557,0.3136546
649.25,0.2349812,0.4196668,0.0537064,0.5268936,0.2667957,0.3127501
650.5,0.2314988,0.4151334,0.0552518,0.5198634,0.2622287,0.3097204
651.751,0.2294223,0.4148128,0.0602735,0.5131278,0.2583239,0.3081608
653.001,0.2264594,0.4093402,0.0634789,0.5032017,0.2516274,0.3058479
654.251,0.2252186,0.4070468,0.0681252,0.497398,0.2472516,0.3061455
655.502,0.2223204,0.4015729,0.0693523,0.4915645,0.2428842,0.3030382
656.752,0.2181973,0.3978017,0.0716725,0.4858345,0.2391221,0.3001014
658.002,0.2129139,0.389213,0.0761174,0.471587,0.2313139,0.2928075
659.253,0.2104601,0.3835455,0.0820729,0.4585475,0.2239453,0.2874319
660.504,0.2114941,0.378714,0.0884336,0.447853,0.2174088,0.2823558
661.758,0.2097649,0.3755231,0.0931767,0.438834,0.2122879,0.279178
663.011,0.2091501,0.3698209,0.0998545,0.4275675,0.2057907,0.2743683
664.265,0.206694,0.3622856,0.1042606,0.4152723,0.1987575,0.2687023
665.519,0.20616,0.3546266,0.1101165,0.4029567,0.1916385,0.2622835
666.772,0.2057845,0.3503223,0.1160522,0.3928563,0.1851283,0.2582024
668.026,0.2050126,0.3427434,0.1218388,0.3787872,0.179072,0.2517602
669.279,0.2042689,0.3347637,0.1277938,0.3660634,0.171804,0.245684
670.533,0.2042252,0.3250559,0.1330051,0.3506221,0.1639483,0.2374004
671.786,0.2040267,0.3189976,0.1396076,0.3391593,0.1575072,0.2320564
673.04,0.204322,0.3116214,0.1449006,0.325941,0.1512811,0.2255091
674.293,0.2044001,0.3028472,0.1507456,0.3110794,0.144402,0.2187337
675.547,0.2052038,0.2934686,0.1564912,0.295711,0.1374546,0.2109768
676.8,0.2057093,0.2856434,0.1630471,0.2816352,0.1321331,0.2043732
678.054,0.2074936,0.2769987,0.169388,0.2670948,0.1255532,0.1969236
679.307,0.2087657,0.2688388,0.1744753,0.2530756,0.119887,0.1909727
680.561,0.2098773,0.2588219,0.1794352,0.2372711,0.1146979,0.18278
681.814,0.2120191,0.2517308,0.1862715,0.2236349,0.1093224,0.177046
683.068,0.2134458,0.2412569,0.1919043,0.2079399,0.1037288,0.1684739
684.321,0.2148281,0.2311509,0.1955687,0.1925558,0.0985471,0.1617027
685.575,0.2165184,0.2221533,0.2005714,0.1781057,0.0947982,0.1544982
686.829,0.2196832,0.2154549,0.2067388,0.1656804,0.0914636,0.1489528
688.082,0.2218753,0.2068984,0.2127165,0.151195,0.0886225,0.1424866
689.336,0.2244369,0.1977943,0.2173768,0.1386009,0.0851671,0.1364829
690.589,0.2266858,0.1878025,0.2208351,0.1236996,0.0818365,0.1290779
691.843,0.2290543,0.1807404,0.2258452,0.1121738,0.0802974,0.1238334
693.096,0.2319635,0.1716895,0.2303161,0.0992032,0.0786104,0.1179694
694.35,0.2342527,0.1637362,0.2343245,0.0886575,0.0775933,0.113085
695.603,0.2368127,0.1541579,0.2376192,0.0766582,0.0763425,0.106606
696.857,0.2392215,0.1479174,0.2414585,0.0669036,0.0763334,0.1022482
698.11,0.2423637,0.140238,0.246457,0.0575468,0.0766029,0.0976885
699.364,0.2452411,0.1338966,0.2503747,0.0491403,0.0771092,0.0942445
700.617,0.2481778,0.1266403,0.2533162,0.0416782,0.0783607,0.0899934
701.871,0.2515624,0.1216868,0.2565329,0.0356872,0.0803498,0.0870367
703.124,0.2536718,0.114873,0.259365,0.0285381,0.0825154,0.0837766
704.378,0.2562074,0.1082516,0.2621414,0.0234485,0.0844074,0.0810268
705.631,0.2578848,0.1014788,0.2633187,0.0191398,0.0871845,0.0775973
706.885,0.2599704,0.0977821,0.2648629,0.0174922,0.0899408,0.0760677
708.139,0.2616965,0.0930199,0.2672595,0.0140255,0.0936605,0.0745441
709.392,0.264782,0.088944,0.2695419,0.0132374,0.0974909,0.0740389
710.646,0.2662851,0.0834509,0.270817,0.0113652,0.1013307,0.0716254
711.899,0.2683747,0.0822992,0.272614,0.0144348,0.1067543,0.0726994
713.153,0.2710817,0.0789863,0.2745699,0.0152999,0.1116584,0.0728042
714.406,0.272919,0.0767889,0.2757024,0.0172575,0.1167664,0.0736227
715.66,0.2751704,0.0739072,0.2768128,0.0203513,0.1218576,0.0738358
716.913,0.2765368,0.073944,0.278134,0.0254103,0.1281043,0.0762672
718.167,0.2779661,0.0727538,0.2788045,0.0299617,0.133953,0.0770549
719.42,0.2802918,0.0714672,0.2804765,0.0356782,0.1399059,0.0801467
720.674,0.2818057,0.0714209,0.2800361,0.0412637,0.1463808,0.0816992
721.927,0.2837872,0.0730329,0.281682,0.0485738,0.1537978,0.0857792
723.181,0.2847542,0.0732672,0.2814742,0.0562186,0.1597309,0.0886377
724.434,0.2857004,0.0743752,0.2809729,0.0645106,0.1663577,0.0930248
725.688,0.2853769,0.0745813,0.2789759,0.0714357,0.1726088,0.0951744
726.941,0.2856989,0.0777133,0.2789838,0.0813794,0.1792379,0.1001452
728.195,0.2852251,0.0788523,0.2777239,0.0891171,0.1854484,0.1037606
729.449,0.2840766,0.081279,0.2749297,0.0988425,0.1907292,0.1082329
730.702,0.2839084,0.0832524,0.2734161,0.1074943,0.1971586,0.1122261
731.956,0.2845275,0.0880632,0.2732739,0.1183328,0.2046334,0.118604
733.209,0.2852634,0.0908175,0.2730225,0.1279761,0.2116838,0.1230798
734.463,0.2849135,0.0941188,0.2714965,0.1380232,0.2181271,0.1294548
735.716,0.2846363,0.09845,0.2699347,0.1481988,0.2240387,0.1347815
736.97,0.284472,0.1042462,0.2683593,0.1588348,0.231446,0.1413679
738.223,0.2834289,0.108271,0.267052,0.1686849,0.2375525,0.1468256
739.477,0.2817607,0.1119049,0.2648296,0.1781033,0.2436476,0.1527067
740.73,0.2799716,0.1164667,0.2616079,0.1878143,0.2488511,0.1576722
741.984,0.2801021,0.1236216,0.260293,0.1993027,0.2554091,0.1648418
743.237,0.2799541,0.1288812,0.2595747,0.2099152,0.2634412,0.1720564
744.491,0.2791986,0.134642,0.2572071,0.220609,0.2701409,0.1794003
745.744,0.2771833,0.138998,0.2537393,0.2301328,0.275233,0.1855609
746.998,0.2746402,0.1457991,0.2502606,0.2405646,0.2801067,0.1921644
748.251,0.2719482,0.1503526,0.2468441,0.2490203,0.2851998,0.1982292
749.505,0.2687641,0.155512,0.2431566,0.2577895,0.2899131,0.2040214
750.759,0.2647801,0.1588756,0.2385968,0.2645534,0.2929281,0.2085597
752.012,0.2607302,0.1652783,0.2339857,0.2725917,0.2954569,0.2142165
753.266,0.2574597,0.1699337,0.2307638,0.279958,0.2999892,0.2193857
754.519,0.2535883,0.1750477,0.2250765,0.2882428,0.3034751,0.2252895
755.773,0.2481453,0.1785011,0.219624,0.2934577,0.3050874,0.2288742
757.026,0.24453,0.1836079,0.2154286,0.3000786,0.3081065,0.2339447
758.28,0.2419696,0.1891997,0.212914,0.3085113,0.3127586,0.2402321
759.533,0.2391447,0.1948647,0.2096137,0.3165112,0.3166758,0.2468813
760.787,0.2346601,0.1981438,0.2037722,0.3207462,0.3185762,0.2502566
762.04,0.230259,0.2044461,0.2003668,0.3278885,0.3218209,0.2561061
763.294,0.22693,0.2087906,0.1964927,0.3345364,0.3252788,0.2612274
764.547,0.223948,0.2145426,0.1934874,0.341836,0.3281198,0.2675192
765.801,0.2203445,0.2189879,0.1886514,0.3473808,0.3311386,0.2717846
767.054,0.2152901,0.2248888,0.1841133,0.3536396,0.3340266,0.277417
768.308,0.2114479,0.2297975,0.1806668,0.3601054,0.3378477,0.282799
769.561,0.2082015,0.2348793,0.1771027,0.3671252,0.3406379,0.2886923
770.815,0.2049544,0.2394663,0.1733584,0.3725209,0.3431219,0.2931515
772.069,0.2006035,0.245421,0.1690668,0.3785664,0.3459335,0.2981648
773.322,0.196159,0.2488803,0.165594,0.3823521,0.3480054,0.3024025
774.576,0.1908277,0.2517351,0.1605824,0.3862408,0.34877,0.3062506
775.829,0.1854394,0.2548321,0.1554038,0.3897571,0.3487523,0.3091599
777.083,0.1806542,0.2604092,0.1504679,0.3945551,0.3496698,0.3133627
778.336,0.1745638,0.2628957,0.1462611,0.3965576,0.3503602,0.3163057
779.59,0.168877,0.2641536,0.1408281,0.3984744,0.3494224,0.318232
780.843,0.1624749,0.2644805,0.1349482,0.398265,0.3464789,0.3180122
782.097,0.1583076,0.2687813,0.1318395,0.4019419,0.3465001,0.3214442
783.35,0.1533068,0.2728022,0.1276535,0.4055015,0.3488662,0.3244389
784.604,0.1481087,0.2743731,0.1234799,0.4075509,0.3473953,0.3275674
785.857,0.1426254,0.2749261,0.1182302,0.4080432,0.3471993,0.3288068
787.111,0.1363976,0.277431,0.1140788,0.4090972,0.3438615,0.3297151
788.364,0.1313466,0.2776752,0.1100616,0.4077127,0.3418212,0.3298938
789.618,0.1259687,0.2790521,0.1051073,0.4088229,0.3405356,0.3314307
790.871,0.1203502,0.2783541,0.100916,0.407814,0.3376688,0.3313425
792.125,0.1140137,0.2808642,0.0968429,0.4090069,0.3355652,0.3321801
793.379,0.109309,0.2804563,0.0940679,0.4085983,0.3334605,0.3322955
794.632,0.1053241,0.282341,0.0905223,0.4099181,0.3320326,0.3346506
795.886,0.099904,0.2825253,0.0859332,0.4098436,0.3307112,0.3352451
797.139,0.0963264,0.2854474,0.0845532,0.411849,0.3301856,0.3371425
798.393,0.0907909,0.2854517,0.081363,0.4117197,0.3281769,0.3367873
799.646,0.0877218,0.2863988,0.0790161,0.4116602,0.3253801,0.3390762
800.9,0.0823152,0.2862324,0.0736982,0.4112358,0.3231381,0.3384447
